question_idx,story,query,target_text,proof_state,f_comb,story_edges,edge_types,query_edge,genders,task_split,Assignee,ground_truth
150,"[Samuel] loves talking to his grandfather [Harold] on the phone. [Shantel] and her son, [Louis], went to the park, and had a wonderful time. [Harold] took his daughter, [Tracy], to a baseball game. [Samuel] took his favorite son [Louis] to a baseball game where he caught a foul ball as a souvenir.","('Shantel', 'Tracy')",daughter,"[{('Shantel', 'daughter', 'Tracy'): [('Shantel', 'son', 'Louis'), ('Louis', 'sister', 'Tracy')]}, {('Louis', 'sister', 'Tracy'): [('Louis', 'father', 'Harold'), ('Harold', 'daughter', 'Tracy')]}, {('Louis', 'father', 'Harold'): [('Louis', 'son', 'Samuel'), ('Samuel', 'grandfather', 'Harold')]}]",son-son-grandfather-daughter,"[(0, 1), (1, 2), (2, 3), (3, 4)]","['son', 'son', 'grandfather', 'daughter']","(0, 4)","Shantel:female,Louis:male,Samuel:male,Harold:male,Tracy:female",test,Vidura,"(Samuel, has grandfather, Harold), (Harold, has grandson, Samuel), (Shantel, has son, Louis), (Louis, has mother, Shantel), (Harold, has daughter, Tracy), (Tracy, has father, Harold), (Samuel, has son, Louis), (Louis, has father, Samuel)"
223,"[Angela] asked her daughter, [Nancy], if she would like to go to a movie with her on Saturday night. [Hattie] worked so hard on the party. Her father, [Samuel], celebrated his 89th birthday. [Samuel] was thrilled his brother, [Milton], and [Hattie]'s sister, [Nancy], could join the celebration. [Milton] has a daughter called [Arlene].","('Angela', 'Arlene')",niece,"[{('Angela', 'niece', 'Arlene'): [('Angela', 'brother', 'Milton'), ('Milton', 'daughter', 'Arlene')]}, {('Angela', 'brother', 'Milton'): [('Angela', 'daughter', 'Hattie'), ('Hattie', 'uncle', 'Milton')]}, {('Hattie', 'uncle', 'Milton'): [('Hattie', 'father', 'Samuel'), ('Samuel', 'brother', 'Milton')]}, {('Angela', 'daughter', 'Hattie'): [('Angela', 'daughter', 'Nancy'), ('Nancy', 'sister', 'Hattie')]}]",daughter-sister-father-brother-daughter,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]","['daughter', 'sister', 'father', 'brother', 'daughter']","(0, 5)","Angela:female,Nancy:female,Hattie:female,Samuel:male,Milton:male,Arlene:female",test,Vidura,"(Angela, has daughter, Nancy), (Nancy, has mother, Angela), (Hattie, has father, Samuel), (Samuel, has daughter, Hattie), (Samuel, has brother, Milton), (Milton, has brother, Samuel), (Hattie, has sister, Nancy), (Nancy, has sister, Hattie), (Milton, has daughter, Arlene), (Arlene, has father, Milton)"
224,"[Angela] was eager to spend time with her son, [Gilbert]. [Samuel] bought toys for his son [Gilbert] and his daughter [Hattie]. [Nancy] and her father, [Samuel], went to the marina. [Samuel]'s daughter, [Hattie], had purchased a boat, and they were eager to see it.","('Nancy', 'Angela')",mother,"[{('Nancy', 'mother', 'Angela'): [('Nancy', 'sister', 'Hattie'), ('Hattie', 'mother', 'Angela')]}, {('Hattie', 'mother', 'Angela'): [('Hattie', 'brother', 'Gilbert'), ('Gilbert', 'mother', 'Angela')]}, {('Hattie', 'brother', 'Gilbert'): [('Hattie', 'father', 'Samuel'), ('Samuel', 'son', 'Gilbert')]}, {('Nancy', 'sister', 'Hattie'): [('Nancy', 'father', 'Samuel'), ('Samuel', 'daughter', 'Hattie')]}]",father-daughter-father-son-mother,"[(0, 1), (1, 2), (2, 1), (1, 3), (3, 4)]","['father', 'daughter', 'father', 'son', 'mother']","(0, 4)","Nancy:female,Samuel:male,Hattie:female,Gilbert:male,Angela:female",test,Vidura,"(Angela, has son, Gilbert), (Gilbert, has mother, Angela), (Samuel, has son, Gilbert), (Gilbert, has father, Samuel), (Samuel, has daughter, Hattie), (Hattie, has father, Samuel), (Nancy, has father, Samuel), (Samuel, has daughter, Nancy)"
226,[Melanie] enjoyed a homemade dinner with her son [Benito] [Victoria] asked her brother [William] and his son [Benito] to come over for dinner Friday night since it was [William]'s birthday. [Victoria] and her son [Jeremy] made hot dogs. [Jeremy]'s brother [Andrew] ate one.,"('Melanie', 'Andrew')",nephew,"[{('Melanie', 'nephew', 'Andrew'): [('Melanie', 'sister', 'Victoria'), ('Victoria', 'son', 'Andrew')]}, {('Melanie', 'sister', 'Victoria'): [('Melanie', 'son', 'Benito'), ('Benito', 'aunt', 'Victoria')]}, {('Victoria', 'son', 'Andrew'): [('Victoria', 'son', 'Jeremy'), ('Jeremy', 'brother', 'Andrew')]}, {('Benito', 'aunt', 'Victoria'): [('Benito', 'father', 'William'), ('William', 'sister', 'Victoria')]}]",son-father-sister-son-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]","['son', 'father', 'sister', 'son', 'brother']","(0, 5)","Melanie:female,Benito:male,William:male,Victoria:female,Jeremy:male,Andrew:male",test,Vidura,"(Melanie, has son, Benito), (Benito, has mother, Melanie), (Victoria, has brother, William), (William, has sister, Victoria), (William, has son, Benito), (Benito, has father, William), (Victoria, has son, Jeremy), (Jeremy, has mother, Victoria), (Jeremy, has brother, Andrew), (Andrew, has brother, Jeremy)"
227,"[Andrew] went to his brother [Richard]'s Birthday party [Richard] got his son, [Donald], a car for his birthday. [Milton] is the uncle of [Andrew]. [Milton] went to see his daughter [Arlene] for parents day at college. [Arlene] and her brother [Pat] went to see a movie.","('Donald', 'Pat')",nephew,"[{('Donald', 'nephew', 'Pat'): [('Donald', 'brother', 'Milton'), ('Milton', 'son', 'Pat')]}, {('Donald', 'brother', 'Milton'): [('Donald', 'son', 'Andrew'), ('Andrew', 'uncle', 'Milton')]}, {('Donald', 'son', 'Andrew'): [('Donald', 'son', 'Richard'), ('Richard', 'brother', 'Andrew')]}, {('Milton', 'son', 'Pat'): [('Milton', 'daughter', 'Arlene'), ('Arlene', 'brother', 'Pat')]}]",son-brother-uncle-daughter-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]","['son', 'brother', 'uncle', 'daughter', 'brother']","(0, 5)","Donald:male,Richard:male,Andrew:male,Milton:male,Arlene:female,Pat:male",test,Vidura,"(Andrew, has brother, Richard), (Richard, has brother, Andrew), (Richard, has son, Donald), (Donald, has father, Richard), (Milton, has nephew, Andrew), (Andrew, has uncle, Milton), (Milton, has daughter, Arlene), (Arlene, has father, Milton), (Arlene, has brother, Pat), (Pat, has sister, Arlene)"
242,"[Irene] went to dinner with her daughter [Guadalupe]. They then went to the park afterwards. [Richard] adored his brother, [Jeremy]. [Jeremy]'s brother, [Charles], also adored him. [Victoria] went to her son [Richard]'s House [Irene] went to her aunt [Victoria]'s house for dinner. [Victoria] made meatloaf, and it was delicious.","('Guadalupe', 'Charles')",nephew,"[{('Guadalupe', 'nephew', 'Charles'): [('Guadalupe', 'sister', 'Victoria'), ('Victoria', 'son', 'Charles')]}, {('Victoria', 'son', 'Charles'): [('Victoria', 'son', 'Jeremy'), ('Jeremy', 'brother', 'Charles')]}, {('Guadalupe', 'sister', 'Victoria'): [('Guadalupe', 'daughter', 'Irene'), ('Irene', 'aunt', 'Victoria')]}, {('Victoria', 'son', 'Jeremy'): [('Victoria', 'son', 'Richard'), ('Richard', 'brother', 'Jeremy')]}]",daughter-aunt-son-brother-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]","['daughter', 'aunt', 'son', 'brother', 'brother']","(0, 5)","Guadalupe:female,Irene:female,Victoria:female,Richard:male,Jeremy:male,Charles:male",test,Vidura,"(Irene, has daughter, Guadalupe), (Guadalupe, has mother, Irene), (Richard, has brother, Jeremy), (Jeremy, has brother, Richard), (Jeremy, has brother, Charles), (Charles, has brother, Jeremy), (Victoria, has son, Richard), (Richard, has mother, Victoria), (Irene, has aunt, Victoria), (Victoria, has niece, Irene)"
347,"[Richard] was thrilled his brother, [Jeremy], was able to make it to the party. [Samuel] and his brother [Milton] played harmonicas together. [Samuel]'s daughter [Nancy] loved it. [Milton] bought tickets for him to see the game with his nephew, [Richard]. [Jeremy] took his son [Donald] out for pizza.","('Donald', 'Nancy')",niece,"[{('Donald', 'niece', 'Nancy'): [('Donald', 'brother', 'Samuel'), ('Samuel', 'daughter', 'Nancy')]}, {('Donald', 'brother', 'Samuel'): [('Donald', 'brother', 'Milton'), ('Milton', 'brother', 'Samuel')]}, {('Donald', 'brother', 'Milton'): [('Donald', 'son', 'Richard'), ('Richard', 'uncle', 'Milton')]}, {('Donald', 'son', 'Richard'): [('Donald', 'son', 'Jeremy'), ('Jeremy', 'brother', 'Richard')]}]",son-brother-uncle-brother-daughter,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]","['son', 'brother', 'uncle', 'brother', 'daughter']","(0, 5)","Donald:male,Jeremy:male,Richard:male,Milton:male,Samuel:male,Nancy:female",test,Vidura,"(Richard, has brother, Jeremy), (Jeremy, has brother, Richard), (Samuel, has brother, Milton), (Milton, has brother, Samuel), (Samuel, has daughter, Nancy), (Nancy, has father, Samuel), (Milton, has nephew, Richard), (Richard, has uncle, Milton), (Jeremy, has son, Donald), (Donald, has father, Jeremy)"
222,"[Charles] went to his mother [Victoria] ''s house to play cards. [Andrew], [Victoria]'s other son, was there too. [Donald] showed up later and asked his son [Charles] to deal him in too. [Gilbert] got his son, [Samuel], a car for his birthday. [Andrew] meet his uncle, [Samuel], at the baseball game, excited for their team to win.","('Donald', 'Gilbert')",nephew,"[{('Donald', 'nephew', 'Gilbert'): [('Donald', 'brother', 'Samuel'), ('Samuel', 'son', 'Gilbert')]}, {('Donald', 'brother', 'Samuel'): [('Donald', 'son', 'Andrew'), ('Andrew', 'uncle', 'Samuel')]}, {('Donald', 'son', 'Andrew'): [('Donald', 'son', 'Charles'), ('Charles', 'brother', 'Andrew')]}, {('Charles', 'brother', 'Andrew'): [('Charles', 'mother', 'Victoria'), ('Victoria', 'son', 'Andrew')]}]",son-mother-son-uncle-son,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]","['son', 'mother', 'son', 'uncle', 'son']","(0, 5)","Donald:male,Charles:male,Victoria:female,Andrew:male,Samuel:male,Gilbert:male",test,Vidura,"(Charles, has mother, Victoria), (Victoria, has son, Charles), (Andrew, has mother, Victoria), (Victoria, has son, Andrew), (Donald, has son, Charles), (Charles, has father, Donald), (Gilbert, has son, Samuel), (Samuel, has father, Gilbert), (Andrew, has uncle, Samuel), (Samuel, has nephew, Andrew)"
225,"[Donald] took his son [Andrew] to the junkyard. [Donald]'s son [Richard] did n't go because he thought is was a gross place. [William] bought tickets for him to see the game with his nephew, [Andrew]. [Benito] took his son [William] out for pizza. [Victoria] went to her son [Richard]'s House","('Victoria', 'Benito')",nephew,"[{('Victoria', 'nephew', 'Benito'): [('Victoria', 'brother', 'William'), ('William', 'son', 'Benito')]}, {('Victoria', 'brother', 'William'): [('Victoria', 'son', 'Andrew'), ('Andrew', 'uncle', 'William')]}, {('Victoria', 'son', 'Andrew'): [('Victoria', 'son', 'Richard'), ('Richard', 'brother', 'Andrew')]}, {('Richard', 'brother', 'Andrew'): [('Richard', 'father', 'Donald'), ('Donald', 'son', 'Andrew')]}]",son-father-son-uncle-son,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]","['son', 'father', 'son', 'uncle', 'son']","(0, 5)","Victoria:female,Richard:male,Donald:male,Andrew:male,William:male,Benito:male",test,Vidura,"(Donald, has son, Andrew), (Andrew, has father, Donald), (Donald, has son, Richard), (Richard, has father, Donald), (William, has nephew, Andrew), (Andrew, has uncle, William), (Benito, has son, William), (William, has father, Benito), (Victoria, has son, Richard), (Richard, has mother, Victoria)"
502,"[Seth] adored his brother, [Warren]. [Warren]'s brother, [Arthur], also adored him. [Lilly] cooked dinner for her mother [Dorothy] and her brothers [Warren] and [Seth]. [Robert] bought gifts for his lovely sister, [Dorothy]","('Robert', 'Arthur')",nephew,"[{('Robert', 'nephew', 'Arthur'): [('Robert', 'sister', 'Dorothy'), ('Dorothy', 'son', 'Arthur')]}, {('Dorothy', 'son', 'Arthur'): [('Dorothy', 'son', 'Seth'), ('Seth', 'brother', 'Arthur')]}, {('Dorothy', 'son', 'Seth'): [('Dorothy', 'son', 'Warren'), ('Warren', 'brother', 'Seth')]}, {('Dorothy', 'son', 'Warren'): [('Dorothy', 'daughter', 'Lilly'), ('Lilly', 'brother', 'Warren')]}, {('Seth', 'brother', 'Arthur'): [('Seth', 'brother', 'Warren'), ('Warren', 'brother', 'Arthur')]}]",sister-daughter-brother-brother-brother-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 3), (3, 5)]","['sister', 'daughter', 'brother', 'brother', 'brother', 'brother']","(0, 5)","Robert:male,Dorothy:female,Lilly:female,Warren:male,Seth:male,Arthur:male",test,Vidura,"(Seth, has brother, Warren), (Warren, has brother, Seth), (Warren, has brother, Arthur), (Arthur, has brother, Warren), (Lilly, has mother, Dorothy), (Dorothy, has daughter, Lilly), (Lilly, has brother, Warren), (Warren, has sister, Lilly),(Lilly, has brother, Seth), (Seth, has sister, Lilly), (Robert, has sister, Dorothy), (Dorothy, has brother, Robert)"
510,"[Alfredo] adored his brother, [Michael]. [Michael]'s brother, [Ross], also adored him. [Alfredo] took his favorite son [Joseph] to a baseball game where he caught a foul ball as a souvenir. [Erica] and her brother [Clifton] went to see a movie. [Ross]'s mother [Erica] had to help him with his homework because he was having a test soon. [Joseph] took his son [Patrick] out for ice cream.","('Patrick', 'Clifton')",uncle,"[{('Patrick', 'uncle', 'Clifton'): [('Patrick', 'mother', 'Erica'), ('Erica', 'brother', 'Clifton')]}, {('Patrick', 'mother', 'Erica'): [('Patrick', 'brother', 'Alfredo'), ('Alfredo', 'mother', 'Erica')]}, {('Patrick', 'brother', 'Alfredo'): [('Patrick', 'father', 'Joseph'), ('Joseph', 'son', 'Alfredo')]}, {('Alfredo', 'mother', 'Erica'): [('Alfredo', 'brother', 'Michael'), ('Michael', 'mother', 'Erica')]}, {('Michael', 'mother', 'Erica'): [('Michael', 'brother', 'Ross'), ('Ross', 'mother', 'Erica')]}]",father-son-brother-brother-mother-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]","['father', 'son', 'brother', 'brother', 'mother', 'brother']","(0, 6)","Patrick:male,Joseph:male,Alfredo:male,Michael:male,Ross:male,Erica:female,Clifton:male",test,Vidura,"(Alfredo, has brother, Michael), (Michael, has brother, Alfredo), (Michael, has brother, Ross), (Ross, has brother, Michael), (Alfredo, has son, Joseph), (Joseph, has father, Alfredo), (Erica, has brother, Clifton), (Clifton, has sister, Erica), (Ross, has mother, Erica), (Erica, has son, Ross), (Joseph, has son, Patrick), (Patrick, has father, Joseph)"
500,"[Seth]'s mother [Dorothy] had to help him with his homework because he was having a test soon. [Mary]'s daughters [Erica] and [Dorothy] helped her bake cupcakes to give to [Erica]'s sister [Bonnie] for her birthday. [Arthur] and his brother, [Seth] run a turtle farm. [Arthur] and his sister, [Lilly] love it when their grandmother visits because she spoils them. She is coming this week to watch them while their parents are out of town.","('Lilly', 'Bonnie')",aunt,"[{('Lilly', 'aunt', 'Bonnie'): [('Lilly', 'mother', 'Dorothy'), ('Dorothy', 'sister', 'Bonnie')]}, {('Dorothy', 'sister', 'Bonnie'): [('Dorothy', 'sister', 'Erica'), ('Erica', 'sister', 'Bonnie')]}, {('Dorothy', 'sister', 'Erica'): [('Dorothy', 'mother', 'Mary'), ('Mary', 'daughter', 'Erica')]}, {('Lilly', 'mother', 'Dorothy'): [('Lilly', 'brother', 'Arthur'), ('Arthur', 'mother', 'Dorothy')]}, {('Arthur', 'mother', 'Dorothy'): [('Arthur', 'brother', 'Seth'), ('Seth', 'mother', 'Dorothy')]}]",brother-brother-mother-mother-daughter-sister,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]","['brother', 'brother', 'mother', 'mother', 'daughter', 'sister']","(0, 6)","Lilly:female,Arthur:male,Seth:male,Dorothy:female,Mary:female,Erica:female,Bonnie:female",test,Vidura,"(Seth, has mother, Dorothy), (Dorothy, has son, Seth), (Mary, has daughter, Erica), (Erica, has mother, Mary), (Mary, has daughter, Dorothy), (Dorothy, has mother, Mary), (Erica, has sister, Bonnie), (Bonnie, has sister, Erica), (Arthur, has brother, Seth), (Seth, has brother, Arthur), (Arthur, has sister, Lilly), (Lilly, has brother, Arthur)"
503,"[Katherine] was eager to show her new house to her father, [Daniel]. It was even better when her sister, [Dorothy], showed up, too. [Ross] and his brother [Alfredo] went to the park to play basketball. [Erica] took her sister, [Dorothy], out to dinner for her birthday. [Joseph] took his son [Ross] out for dinner with his wife [Erica] for his birthday.","('Daniel', 'Alfredo')",grandson,"[{('Daniel', 'grandson', 'Alfredo'): [('Daniel', 'daughter', 'Erica'), ('Erica', 'son', 'Alfredo')]}, {('Erica', 'son', 'Alfredo'): [('Erica', 'son', 'Ross'), ('Ross', 'brother', 'Alfredo')]}, {('Daniel', 'daughter', 'Erica'): [('Daniel', 'daughter', 'Dorothy'), ('Dorothy', 'sister', 'Erica')]}, {('Erica', 'son', 'Ross'): [('Erica', 'husband', 'Joseph'), ('Joseph', 'son', 'Ross')]}, {('Daniel', 'daughter', 'Dorothy'): [('Daniel', 'daughter', 'Katherine'), ('Katherine', 'sister', 'Dorothy')]}]",daughter-sister-sister-husband-son-brother,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]","['daughter', 'sister', 'sister', 'husband', 'son', 'brother']","(0, 6)","Daniel:male,Katherine:female,Dorothy:female,Erica:female,Joseph:male,Ross:male,Alfredo:male",test,Vidura,"(Katherine, has father, Daniel), (Daniel, has daughter, Katherine), (Katherine, has sister, Dorothy), (Dorothy, has sister, Katherine), (Ross, has brother, Alfredo), (Alfredo, has brother, Ross), (Erica, has sister, Dorothy), (Dorothy, has sister, Erica), (Joseph, has son, Ross), (Ross, has father, Joseph), (Joseph, has wife, Erica), (Erica, has husband, Joseph)"
505,"[Clifton]'s father, [David], took his daughter [Julie] to the park to play on the swings. [Katherine] went to her brother [Joseph]'s birthday party [Bonnie]'s brother [Joseph] and husband [Clifton] mowed the lawn while [Bonnie]'s son [David] watched.","('Katherine', 'Julie')",niece,"[{('Katherine', 'niece', 'Julie'): [('Katherine', 'sister', 'Bonnie'), ('Bonnie', 'daughter', 'Julie')]}, {('Bonnie', 'daughter', 'Julie'): [('Bonnie', 'son', 'David'), ('David', 'sister', 'Julie')]}, {('David', 'sister', 'Julie'): [('David', 'father', 'Clifton'), ('Clifton', 'daughter', 'Julie')]}, {('Bonnie', 'son', 'David'): [('Bonnie', 'husband', 'Clifton'), ('Clifton', 'son', 'David')]}, {('Katherine', 'sister', 'Bonnie'): [('Katherine', 'brother', 'Joseph'), ('Joseph', 'sister', 'Bonnie')]}]",brother-sister-husband-son-father-daughter,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 3), (3, 5)]","['brother', 'sister', 'husband', 'son', 'father', 'daughter']","(0, 5)","Katherine:female,Joseph:male,Bonnie:female,Clifton:male,David:male,Julie:female",test,Vidura,"(Clifton, has father, David), (David, has son, Clifton), (David, has daughter, Julie), (Julie, has father, David), (Katherine, has brother, Joseph), (Joseph, has sister, Katherine), (Bonnie, has brother, Joseph), (Joseph, has sister, Bonnie), (Bonnie, has husband, Clifton), (Clifton, has wife, Bonnie), (Bonnie, has son, David), (David, has mother, Bonnie)"
450,"[Bonnie] always goes to the park with her son [David] on Saturdays. [Kenneth] was thrilled his brother, [David], was able to make it to the party. [Seth] took his favorite son [Alvin] to a baseball game where he caught a foul ball as a souvenir. [Clifton] was so excited to surprise his son, [Kenneth], with the tickets to the playoffs. [Seth] and his Aunt [Bonnie] flew first class [Clifton] rushed to the hospital to find out that his wife and already given birth to a boy and had named him [William].","('Alvin', 'William')",nephew,"[{('Alvin', 'nephew', 'William'): [('Alvin', 'sister', 'Bonnie'), ('Bonnie', 'son', 'William')]}, {('Bonnie', 'son', 'William'): [('Bonnie', 'son', 'David'), ('David', 'brother', 'William')]}, {('David', 'brother', 'William'): [('David', 'brother', 'Kenneth'), ('Kenneth', 'brother', 'William')]}, {('Kenneth', 'brother', 'William'): [('Kenneth', 'father', 'Clifton'), ('Clifton', 'son', 'William')]}, {('Alvin', 'sister', 'Bonnie'): [('Alvin', 'son', 'Seth'), ('Seth', 'aunt', 'Bonnie')]}]",son-aunt-son-brother-father-son,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]","['son', 'aunt', 'son', 'brother', 'father', 'son']","(0, 6)","Alvin:male,Seth:male,Bonnie:female,David:male,Kenneth:male,Clifton:male,William:male",test,Sudheera,"(Bonnie, has son, David), (David, has mother, Bonnie), (Kenneth, has brother, David), (David, has brother, Kenneth), (Seth, has son, Alvin), (Alvin, has father, Seth), (Clifton, has son, Kenneth), (Kenneth, has father, Clifton), (Seth, has aunt, Bonnie), (Bonnie, has nephew, Seth), (Clifton, has son, William), (William, has father, Clifton)"
501,"[William] meet with his mom, [Bonnie], for dinner at her favorite restaurant. [Bonnie] had picked her daughter [Julie] out the cutest new dress to wear on her birthday. [Julie] was n't able to pick her brother [David] up at the airport so he called his dad [Clifton] to come collect him. [Katherine] loves going to the park with her daughter's son. His name is [David]. [Clifton] took his son [David] to the park to feed the squirrels.","('William', 'Katherine')",aunt,"[{('William', 'aunt', 'Katherine'): [('William', 'father', 'Clifton'), ('Clifton', 'sister', 'Katherine')]}, {('Clifton', 'sister', 'Katherine'): [('Clifton', 'son', 'David'), ('David', 'aunt', 'Katherine')]}, {('William', 'father', 'Clifton'): [('William', 'brother', 'David'), ('David', 'father', 'Clifton')]}, {('William', 'brother', 'David'): [('William', 'sister', 'Julie'), ('Julie', 'brother', 'David')]}, {('William', 'sister', 'Julie'): [('William', 'mother', 'Bonnie'), ('Bonnie', 'daughter', 'Julie')]}]",mother-daughter-brother-father-son-aunt,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 3), (3, 5)]","['mother', 'daughter', 'brother', 'father', 'son', 'aunt']","(0, 5)","William:male,Bonnie:female,Julie:female,David:male,Clifton:male,Katherine:female",test,Sudheera,"(William, has mother, Bonnie), (Bonnie, has son, William), (Bonnie, has daughter, Julie), (Julie, has mother, Bonnie), (Julie, has brother, David), (David, has sister, Julie), (David, has father, Clifton), (Clifton, has son, David), (Katherine, has grandson, David), (David, has grandmother, Katherine), (Clifton, has son, David), (David, has father, Clifton)"
507,"[Patrick] wanted to take his father [Joseph] to a monster truck show. He asked [Daniel] his grandfather to go with them. [Joseph] took his nephew [Arthur] to the football game. [Bonnie] was always arguing with her mother's husband [Daniel]. [Dorothy] and her son, [Arthur], went to the park to fly a kite. They had fun doing it all day. [Julie] went to dinner with her daughter [Bonnie]. They then went to the park afterwards.","('Dorothy', 'Julie')",niece,"[{('Dorothy', 'niece', 'Julie'): [('Dorothy', 'sister', 'Bonnie'), ('Bonnie', 'daughter', 'Julie')]}, {('Dorothy', 'sister', 'Bonnie'): [('Dorothy', 'brother', 'Joseph'), ('Joseph', 'sister', 'Bonnie')]}, {('Joseph', 'sister', 'Bonnie'): [('Joseph', 'father', 'Daniel'), ('Daniel', 'daughter', 'Bonnie')]}, {('Joseph', 'father', 'Daniel'): [('Joseph', 'son', 'Patrick'), ('Patrick', 'grandfather', 'Daniel')]}, {('Dorothy', 'brother', 'Joseph'): [('Dorothy', 'son', 'Arthur'), ('Arthur', 'uncle', 'Joseph')]}]",son-uncle-son-grandfather-daughter-daughter,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]","['son', 'uncle', 'son', 'grandfather', 'daughter', 'daughter']","(0, 6)","Dorothy:female,Arthur:male,Joseph:male,Patrick:male,Daniel:male,Bonnie:female,Julie:female",test,Sudheera,"(Patrick, has father, Joseph), (Joseph, has son, Patrick), (Patrick, has grandfather, Daniel), (Daniel, has grandson, Patrick), (Joseph, has nephew, Arthur), (Arthur, has uncle, Joseph), (Bonnie, has father, Daniel), (Daniel, has daughter, Bonnie), (Dorothy, has son, Arthur), (Arthur, has mother, Dorothy), (Julie, has daughter, Bonnie), (Bonnie, has mother, Julie)"
514,"[Diane] planned a trip to the zoo for her brother, [Peter]. They had a great time. [Alfred] and his sister, [Diane] love it when their grandmother visits because she spoils them. She is coming this week to watch them while their parents are out of town. [Jennifer] went to the mall, because she wanted to look for a present for her daughter, [Bertha]. [Alfred] likes to sing with his brother [Peter]. [Peter]'s sister [Bertha] hates when they sing. [Bertha] takes good care of her grandmother, [Madonna]. [Bertha] asked her mother, [Jennifer], what they were going to have for lunch.","('Peter', 'Madonna')",grandmother,"[{('Peter', 'grandmother', 'Madonna'): [('Peter', 'mother', 'Jennifer'), ('Jennifer', 'mother', 'Madonna')]}, {('Peter', 'mother', 'Jennifer'): [('Peter', 'sister', 'Diane'), ('Diane', 'mother', 'Jennifer')]}, {('Diane', 'mother', 'Jennifer'): [('Diane', 'brother', 'Alfred'), ('Alfred', 'mother', 'Jennifer')]}, {('Alfred', 'mother', 'Jennifer'): [('Alfred', 'sister', 'Bertha'), ('Bertha', 'mother', 'Jennifer')]}, {('Alfred', 'sister', 'Bertha'): [('Alfred', 'brother', 'Peter'), ('Peter', 'sister', 'Bertha')]}, {('Jennifer', 'mother', 'Madonna'): [('Jennifer', 'daughter', 'Bertha'), ('Bertha', 'grandmother', 'Madonna')]}]",sister-brother-brother-sister-mother-daughter-grandmother,"[(0, 1), (1, 2), (2, 0), (0, 3), (3, 4), (4, 3), (3, 5)]","['sister', 'brother', 'brother', 'sister', 'mother', 'daughter', 'grandmother']","(0, 5)","Peter:male,Diane:female,Alfred:male,Bertha:female,Jennifer:female,Madonna:female",test,Sudheera,"(Diane, has brother, Peter), (Peter, has sister, Diane), (Alfred, has sister, Diane), (Diane, has brother, Alfred), (Jennifer, has daughter, Bertha), (Bertha, has mother, Jennifer), (Alfred, has brother, Peter), (Peter, has brother, Alfred), (Peter, has sister, Bertha), (Bertha, has brother, Peter), (Bertha, has grandmother, Madonna), (Madonna, has granddaughter, Bertha), (Bertha, has mother, Jennifer), (Jennifer, has daughter, Bertha)"
